,Id_Us,CC_As,Id_Exa
34,a69c1676-74f4-11ed-8c78-0242ac1c000c,1752486298,8c26c854-74f4-11ed-9ddf-0242ac1c000c
35,a69c2314-74f4-11ed-8c78-0242ac1c000c,1570444985,8c26c8d6-74f4-11ed-9ddf-0242ac1c000c
36,a69c2440-74f4-11ed-8c78-0242ac1c000c,1496406270,8c26c94e-74f4-11ed-9ddf-0242ac1c000c
37,a69c2512-74f4-11ed-8c78-0242ac1c000c,1013763951,8c26c9c6-74f4-11ed-9ddf-0242ac1c000c
38,a69c25e4-74f4-11ed-8c78-0242ac1c000c,443224628,8c26ca3e-74f4-11ed-9ddf-0242ac1c000c
39,a69c26b6-74f4-11ed-8c78-0242ac1c000c,257430415,8c26cab6-74f4-11ed-9ddf-0242ac1c000c
40,a69c277e-74f4-11ed-8c78-0242ac1c000c,2319271962,8c26cb2e-74f4-11ed-9ddf-0242ac1c000c
41,a69c2846-74f4-11ed-8c78-0242ac1c000c,1545376920,8c26cba6-74f4-11ed-9ddf-0242ac1c000c
42,a69c2904-74f4-11ed-8c78-0242ac1c000c,810636897,8c26cc1e-74f4-11ed-9ddf-0242ac1c000c
43,a69c29cc-74f4-11ed-8c78-0242ac1c000c,2130546445,8c26cc96-74f4-11ed-9ddf-0242ac1c000c
44,a69c2a94-74f4-11ed-8c78-0242ac1c000c,590440983,8c26cd0e-74f4-11ed-9ddf-0242ac1c000c
45,a69c2b52-74f4-11ed-8c78-0242ac1c000c,299683491,8c26cd90-74f4-11ed-9ddf-0242ac1c000c
46,a69c2c06-74f4-11ed-8c78-0242ac1c000c,2255552638,8c26cdfe-74f4-11ed-9ddf-0242ac1c000c
47,a69c2cce-74f4-11ed-8c78-0242ac1c000c,256943930,8c26ce76-74f4-11ed-9ddf-0242ac1c000c
48,a69c2d8c-74f4-11ed-8c78-0242ac1c000c,1822748330,8c26cee4-74f4-11ed-9ddf-0242ac1c000c
49,a69c2e4a-74f4-11ed-8c78-0242ac1c000c,1401097109,8c26cf52-74f4-11ed-9ddf-0242ac1c000c
50,a69c2efe-74f4-11ed-8c78-0242ac1c000c,2078223255,8c26d056-74f4-11ed-9ddf-0242ac1c000c
51,a69c3002-74f4-11ed-8c78-0242ac1c000c,566902920,8c26d0d8-74f4-11ed-9ddf-0242ac1c000c
52,a69c30a2-74f4-11ed-8c78-0242ac1c000c,153847991,8c26d146-74f4-11ed-9ddf-0242ac1c000c
53,a69c314c-74f4-11ed-8c78-0242ac1c000c,776168813,8c26d1be-74f4-11ed-9ddf-0242ac1c000c
54,a69c3200-74f4-11ed-8c78-0242ac1c000c,709007966,8c26d236-74f4-11ed-9ddf-0242ac1c000c
55,a69c32be-74f4-11ed-8c78-0242ac1c000c,138202170,8c26d2a4-74f4-11ed-9ddf-0242ac1c000c
56,a69c3372-74f4-11ed-8c78-0242ac1c000c,2090642701,8c26d31c-74f4-11ed-9ddf-0242ac1c000c
57,a69c341c-74f4-11ed-8c78-0242ac1c000c,1973237016,8c26d38a-74f4-11ed-9ddf-0242ac1c000c
58,a69c34d0-74f4-11ed-8c78-0242ac1c000c,2145902972,8c26d402-74f4-11ed-9ddf-0242ac1c000c
59,a69c3598-74f4-11ed-8c78-0242ac1c000c,1154731715,8c26d47a-74f4-11ed-9ddf-0242ac1c000c
60,a69c3656-74f4-11ed-8c78-0242ac1c000c,195760985,8c26d4e8-74f4-11ed-9ddf-0242ac1c000c
61,a69c3714-74f4-11ed-8c78-0242ac1c000c,401962456,8c26d556-74f4-11ed-9ddf-0242ac1c000c
62,a69c37c8-74f4-11ed-8c78-0242ac1c000c,1999168261,8c26d5ce-74f4-11ed-9ddf-0242ac1c000c
63,a69c387c-74f4-11ed-8c78-0242ac1c000c,1671064109,8c26d63c-74f4-11ed-9ddf-0242ac1c000c
64,a69c3944-74f4-11ed-8c78-0242ac1c000c,1172828247,8c26d6be-74f4-11ed-9ddf-0242ac1c000c
65,a69c3a0c-74f4-11ed-8c78-0242ac1c000c,571280811,8c26d736-74f4-11ed-9ddf-0242ac1c000c
66,a69c3ac0-74f4-11ed-8c78-0242ac1c000c,1914275511,8c26d7ae-74f4-11ed-9ddf-0242ac1c000c
67,a69c3b7e-74f4-11ed-8c78-0242ac1c000c,618134343,8c26d844-74f4-11ed-9ddf-0242ac1c000c
68,a69c3c32-74f4-11ed-8c78-0242ac1c000c,2225461774,8c26d8b2-74f4-11ed-9ddf-0242ac1c000c
69,a69c3cf0-74f4-11ed-8c78-0242ac1c000c,1148486979,8c26d92a-74f4-11ed-9ddf-0242ac1c000c
70,a69c91d2-74f4-11ed-8c78-0242ac1c000c,274245036,8c26d998-74f4-11ed-9ddf-0242ac1c000c
71,a69cbdb0-74f4-11ed-8c78-0242ac1c000c,1987544879,8c26da06-74f4-11ed-9ddf-0242ac1c000c
72,a69cbf22-74f4-11ed-8c78-0242ac1c000c,2187945133,8c26da7e-74f4-11ed-9ddf-0242ac1c000c
73,a69cc03a-74f4-11ed-8c78-0242ac1c000c,1413197690,8c26daf6-74f4-11ed-9ddf-0242ac1c000c
74,a69cc120-74f4-11ed-8c78-0242ac1c000c,1529950585,8c26db6e-74f4-11ed-9ddf-0242ac1c000c
75,a69cc1e8-74f4-11ed-8c78-0242ac1c000c,1434092684,8c26dbdc-74f4-11ed-9ddf-0242ac1c000c
76,a69cc2a6-74f4-11ed-8c78-0242ac1c000c,1988780707,8c26dc4a-74f4-11ed-9ddf-0242ac1c000c
77,a69cc378-74f4-11ed-8c78-0242ac1c000c,1379687967,8c26dcc2-74f4-11ed-9ddf-0242ac1c000c
78,a69cc44a-74f4-11ed-8c78-0242ac1c000c,2074791349,8c26dd30-74f4-11ed-9ddf-0242ac1c000c
79,a69cc508-74f4-11ed-8c78-0242ac1c000c,814226950,8c26dd9e-74f4-11ed-9ddf-0242ac1c000c
80,a69cc5d0-74f4-11ed-8c78-0242ac1c000c,239362254,8c26de16-74f4-11ed-9ddf-0242ac1c000c
81,a69cc698-74f4-11ed-8c78-0242ac1c000c,1977330706,8c26de8e-74f4-11ed-9ddf-0242ac1c000c
82,a69cc76a-74f4-11ed-8c78-0242ac1c000c,467658007,8c26defc-74f4-11ed-9ddf-0242ac1c000c
83,a69cc828-74f4-11ed-8c78-0242ac1c000c,1737982492,8c26df6a-74f4-11ed-9ddf-0242ac1c000c
84,a69cc8f0-74f4-11ed-8c78-0242ac1c000c,1952077824,8c26e000-74f4-11ed-9ddf-0242ac1c000c
85,a69cc9b8-74f4-11ed-8c78-0242ac1c000c,817343448,8c26e078-74f4-11ed-9ddf-0242ac1c000c
86,a69ccac6-74f4-11ed-8c78-0242ac1c000c,1646713456,8c26e0e6-74f4-11ed-9ddf-0242ac1c000c
87,a69ccb8e-74f4-11ed-8c78-0242ac1c000c,516945291,8c26e2ee-74f4-11ed-9ddf-0242ac1c000c
88,a69ccc6a-74f4-11ed-8c78-0242ac1c000c,1143104050,8c26e3a2-74f4-11ed-9ddf-0242ac1c000c
89,a69ccd46-74f4-11ed-8c78-0242ac1c000c,2305527697,8c26e456-74f4-11ed-9ddf-0242ac1c000c
90,a69cce04-74f4-11ed-8c78-0242ac1c000c,360791261,8c26e50a-74f4-11ed-9ddf-0242ac1c000c
91,a69ccecc-74f4-11ed-8c78-0242ac1c000c,1764693577,8c26e5b4-74f4-11ed-9ddf-0242ac1c000c
92,a69ccf8a-74f4-11ed-8c78-0242ac1c000c,659742679,8c26e668-74f4-11ed-9ddf-0242ac1c000c
93,a69cd052-74f4-11ed-8c78-0242ac1c000c,2043775655,8c26e744-74f4-11ed-9ddf-0242ac1c000c
94,a69cd11a-74f4-11ed-8c78-0242ac1c000c,2138247279,8c26e7f8-74f4-11ed-9ddf-0242ac1c000c
95,a69cd1e2-74f4-11ed-8c78-0242ac1c000c,386523129,8c26e8a2-74f4-11ed-9ddf-0242ac1c000c
96,a69cd2a0-74f4-11ed-8c78-0242ac1c000c,2055428286,8c26e94c-74f4-11ed-9ddf-0242ac1c000c
97,a69cd368-74f4-11ed-8c78-0242ac1c000c,1586525617,8c26ea00-74f4-11ed-9ddf-0242ac1c000c
98,a69cd426-74f4-11ed-8c78-0242ac1c000c,481517945,8c26eabe-74f4-11ed-9ddf-0242ac1c000c
99,a69cd4e4-74f4-11ed-8c78-0242ac1c000c,2308741970,8c26eb72-74f4-11ed-9ddf-0242ac1c000c
100,a69cd5ac-74f4-11ed-8c78-0242ac1c000c,734541878,8c26ec26-74f4-11ed-9ddf-0242ac1c000c
101,a69cd66a-74f4-11ed-8c78-0242ac1c000c,591952837,8c26ed34-74f4-11ed-9ddf-0242ac1c000c
102,a69cd732-74f4-11ed-8c78-0242ac1c000c,341536108,8c26ede8-74f4-11ed-9ddf-0242ac1c000c
103,a69cd7fa-74f4-11ed-8c78-0242ac1c000c,2433122504,8c26ee9c-74f4-11ed-9ddf-0242ac1c000c
104,a69cd8b8-74f4-11ed-8c78-0242ac1c000c,1843851224,8c26ef5a-74f4-11ed-9ddf-0242ac1c000c
105,a69cd980-74f4-11ed-8c78-0242ac1c000c,1968812333,8c26f004-74f4-11ed-9ddf-0242ac1c000c
106,a69d6cc4-74f4-11ed-8c78-0242ac1c000c,1544483073,8c26f0c2-74f4-11ed-9ddf-0242ac1c000c
107,a69d6fbc-74f4-11ed-8c78-0242ac1c000c,2028347581,8c26f180-74f4-11ed-9ddf-0242ac1c000c
108,a69d707a-74f4-11ed-8c78-0242ac1c000c,2455707042,8c26f234-74f4-11ed-9ddf-0242ac1c000c
109,a69d711a-74f4-11ed-8c78-0242ac1c000c,304835999,8c26f2de-74f4-11ed-9ddf-0242ac1c000c
110,a69d71ba-74f4-11ed-8c78-0242ac1c000c,787947709,8c26f392-74f4-11ed-9ddf-0242ac1c000c
111,a69d7246-74f4-11ed-8c78-0242ac1c000c,1399089863,8c26f4b4-74f4-11ed-9ddf-0242ac1c000c
112,a69d72dc-74f4-11ed-8c78-0242ac1c000c,354941503,8c26f572-74f4-11ed-9ddf-0242ac1c000c
113,a69d737c-74f4-11ed-8c78-0242ac1c000c,759495790,8c26f626-74f4-11ed-9ddf-0242ac1c000c
114,a69d7444-74f4-11ed-8c78-0242ac1c000c,1523078129,8c26f720-74f4-11ed-9ddf-0242ac1c000c
115,a69d74da-74f4-11ed-8c78-0242ac1c000c,1321394198,8c26f7de-74f4-11ed-9ddf-0242ac1c000c
116,a69d7570-74f4-11ed-8c78-0242ac1c000c,2400508263,8c26f888-74f4-11ed-9ddf-0242ac1c000c
117,a69d7606-74f4-11ed-8c78-0242ac1c000c,306901159,8c26f93c-74f4-11ed-9ddf-0242ac1c000c
118,a69d7a0c-74f4-11ed-8c78-0242ac1c000c,2160747149,8c26fa36-74f4-11ed-9ddf-0242ac1c000c
119,a69d7aac-74f4-11ed-8c78-0242ac1c000c,1133468488,8c26faf4-74f4-11ed-9ddf-0242ac1c000c
120,a69d7b42-74f4-11ed-8c78-0242ac1c000c,299962237,8c26fbb2-74f4-11ed-9ddf-0242ac1c000c
121,a69d7bce-74f4-11ed-8c78-0242ac1c000c,200231716,8c26fc66-74f4-11ed-9ddf-0242ac1c000c
122,a69d7c64-74f4-11ed-8c78-0242ac1c000c,1859082280,8c26fd24-74f4-11ed-9ddf-0242ac1c000c
123,a69d7d18-74f4-11ed-8c78-0242ac1c000c,1809590719,8c26fdce-74f4-11ed-9ddf-0242ac1c000c
124,a69d7dae-74f4-11ed-8c78-0242ac1c000c,1959939186,8c26fe82-74f4-11ed-9ddf-0242ac1c000c
125,a69d7e44-74f4-11ed-8c78-0242ac1c000c,882318316,8c26ff36-74f4-11ed-9ddf-0242ac1c000c
126,a69d7f48-74f4-11ed-8c78-0242ac1c000c,1238897598,8c26ffea-74f4-11ed-9ddf-0242ac1c000c
127,a69d8006-74f4-11ed-8c78-0242ac1c000c,1004106652,8c2700b2-74f4-11ed-9ddf-0242ac1c000c
128,a69d80ba-74f4-11ed-8c78-0242ac1c000c,2244933012,8c27015c-74f4-11ed-9ddf-0242ac1c000c
129,a69d9244-74f4-11ed-8c78-0242ac1c000c,2298964906,8c27021a-74f4-11ed-9ddf-0242ac1c000c
130,a69d93fc-74f4-11ed-8c78-0242ac1c000c,1697534490,8c2702ce-74f4-11ed-9ddf-0242ac1c000c
131,a69d9492-74f4-11ed-8c78-0242ac1c000c,1586633976,8c270382-74f4-11ed-9ddf-0242ac1c000c
132,a69d9528-74f4-11ed-8c78-0242ac1c000c,846012804,8c270440-74f4-11ed-9ddf-0242ac1c000c
133,a69d95be-74f4-11ed-8c78-0242ac1c000c,877757284,8c2704f4-74f4-11ed-9ddf-0242ac1c000c
134,a69d9654-74f4-11ed-8c78-0242ac1c000c,2269719836,8c27059e-74f4-11ed-9ddf-0242ac1c000c
135,a69d96ea-74f4-11ed-8c78-0242ac1c000c,2115788081,8c270698-74f4-11ed-9ddf-0242ac1c000c
136,a69d9776-74f4-11ed-8c78-0242ac1c000c,1652549873,8c27074c-74f4-11ed-9ddf-0242ac1c000c
137,a69d980c-74f4-11ed-8c78-0242ac1c000c,1592188759,8c270896-74f4-11ed-9ddf-0242ac1c000c
138,a69d9898-74f4-11ed-8c78-0242ac1c000c,498213225,8c270986-74f4-11ed-9ddf-0242ac1c000c
139,a69d992e-74f4-11ed-8c78-0242ac1c000c,978094373,8c270a44-74f4-11ed-9ddf-0242ac1c000c
140,a69d99c4-74f4-11ed-8c78-0242ac1c000c,606889760,8c270b02-74f4-11ed-9ddf-0242ac1c000c
141,a69d9a50-74f4-11ed-8c78-0242ac1c000c,594428643,8c270bc0-74f4-11ed-9ddf-0242ac1c000c
142,a69d9adc-74f4-11ed-8c78-0242ac1c000c,1643715446,8c270c74-74f4-11ed-9ddf-0242ac1c000c
143,a69d9b72-74f4-11ed-8c78-0242ac1c000c,2364184441,8c270d28-74f4-11ed-9ddf-0242ac1c000c
144,a69d9c08-74f4-11ed-8c78-0242ac1c000c,1471924391,8c270ddc-74f4-11ed-9ddf-0242ac1c000c
145,a69dd0f6-74f4-11ed-8c78-0242ac1c000c,284674607,8c270e90-74f4-11ed-9ddf-0242ac1c000c
146,a69dd380-74f4-11ed-8c78-0242ac1c000c,2189359571,8c270f4e-74f4-11ed-9ddf-0242ac1c000c
147,a69dd47a-74f4-11ed-8c78-0242ac1c000c,2261836382,8c270ff8-74f4-11ed-9ddf-0242ac1c000c
148,a69dd556-74f4-11ed-8c78-0242ac1c000c,1752896346,8c2710ac-74f4-11ed-9ddf-0242ac1c000c
149,a69dd6e6-74f4-11ed-8c78-0242ac1c000c,1637561190,8c2711e2-74f4-11ed-9ddf-0242ac1c000c
150,a69dd7ae-74f4-11ed-8c78-0242ac1c000c,2238017770,8c2712a0-74f4-11ed-9ddf-0242ac1c000c
151,a69dd880-74f4-11ed-8c78-0242ac1c000c,286756307,8c27134a-74f4-11ed-9ddf-0242ac1c000c
152,a69dd93e-74f4-11ed-8c78-0242ac1c000c,2397660519,8c271444-74f4-11ed-9ddf-0242ac1c000c
153,a69dda06-74f4-11ed-8c78-0242ac1c000c,758014218,8c271502-74f4-11ed-9ddf-0242ac1c000c
154,a69ddac4-74f4-11ed-8c78-0242ac1c000c,1503165154,8c2715b6-74f4-11ed-9ddf-0242ac1c000c
155,a69ddb82-74f4-11ed-8c78-0242ac1c000c,562059993,8c27166a-74f4-11ed-9ddf-0242ac1c000c
156,a69ddc2c-74f4-11ed-8c78-0242ac1c000c,1374111699,8c27171e-74f4-11ed-9ddf-0242ac1c000c
157,a69dfab8-74f4-11ed-8c78-0242ac1c000c,1184634074,8c2717d2-74f4-11ed-9ddf-0242ac1c000c
158,a69e2e16-74f4-11ed-8c78-0242ac1c000c,2243414920,8c271886-74f4-11ed-9ddf-0242ac1c000c
159,a69e2f10-74f4-11ed-8c78-0242ac1c000c,1092407728,8c271944-74f4-11ed-9ddf-0242ac1c000c
160,a69e2fba-74f4-11ed-8c78-0242ac1c000c,702010477,8c2719ee-74f4-11ed-9ddf-0242ac1c000c
161,a69e3050-74f4-11ed-8c78-0242ac1c000c,1656286165,8c271aa2-74f4-11ed-9ddf-0242ac1c000c
162,a69e30e6-74f4-11ed-8c78-0242ac1c000c,141714362,8c271b56-74f4-11ed-9ddf-0242ac1c000c
163,a69e3172-74f4-11ed-8c78-0242ac1c000c,2395251466,8c271c00-74f4-11ed-9ddf-0242ac1c000c
164,a69e3208-74f4-11ed-8c78-0242ac1c000c,221193342,8c271caa-74f4-11ed-9ddf-0242ac1c000c
165,a69e3294-74f4-11ed-8c78-0242ac1c000c,214222337,8c271d54-74f4-11ed-9ddf-0242ac1c000c
166,a69e3320-74f4-11ed-8c78-0242ac1c000c,686811398,8c271e44-74f4-11ed-9ddf-0242ac1c000c
167,a69e33b6-74f4-11ed-8c78-0242ac1c000c,2325438895,8c271f02-74f4-11ed-9ddf-0242ac1c000c
168,a69e3442-74f4-11ed-8c78-0242ac1c000c,440312966,8c271fb6-74f4-11ed-9ddf-0242ac1c000c
169,a69e34ce-74f4-11ed-8c78-0242ac1c000c,2413025796,8c2720b0-74f4-11ed-9ddf-0242ac1c000c
170,a69e35b4-74f4-11ed-8c78-0242ac1c000c,1177315495,8c272178-74f4-11ed-9ddf-0242ac1c000c
171,a69e365e-74f4-11ed-8c78-0242ac1c000c,1344843159,8c272236-74f4-11ed-9ddf-0242ac1c000c
172,a69e36f4-74f4-11ed-8c78-0242ac1c000c,407040659,8c2722e0-74f4-11ed-9ddf-0242ac1c000c
173,a69e378a-74f4-11ed-8c78-0242ac1c000c,1668327284,8c272394-74f4-11ed-9ddf-0242ac1c000c
174,a69e382a-74f4-11ed-8c78-0242ac1c000c,2359891310,8c272452-74f4-11ed-9ddf-0242ac1c000c
175,a69e38c0-74f4-11ed-8c78-0242ac1c000c,2064649331,8c272506-74f4-11ed-9ddf-0242ac1c000c
176,a69e39ce-74f4-11ed-8c78-0242ac1c000c,1136008263,8c2725ba-74f4-11ed-9ddf-0242ac1c000c
177,a69eb49e-74f4-11ed-8c78-0242ac1c000c,364277977,8c27266e-74f4-11ed-9ddf-0242ac1c000c
178,a69eb796-74f4-11ed-8c78-0242ac1c000c,2099981643,8c272722-74f4-11ed-9ddf-0242ac1c000c
179,a69eb89a-74f4-11ed-8c78-0242ac1c000c,1862257097,8c2727cc-74f4-11ed-9ddf-0242ac1c000c
180,a69eb958-74f4-11ed-8c78-0242ac1c000c,2447158765,8c272880-74f4-11ed-9ddf-0242ac1c000c
181,a69eba16-74f4-11ed-8c78-0242ac1c000c,1370153329,8c272934-74f4-11ed-9ddf-0242ac1c000c
182,a69ebac0-74f4-11ed-8c78-0242ac1c000c,2434121671,8c2729de-74f4-11ed-9ddf-0242ac1c000c
183,a69ebb74-74f4-11ed-8c78-0242ac1c000c,834597996,8c272a9c-74f4-11ed-9ddf-0242ac1c000c
184,a69ebc28-74f4-11ed-8c78-0242ac1c000c,2126380271,8c272b50-74f4-11ed-9ddf-0242ac1c000c
185,a69ebcd2-74f4-11ed-8c78-0242ac1c000c,139974049,8c272bfa-74f4-11ed-9ddf-0242ac1c000c
186,a69ebd86-74f4-11ed-8c78-0242ac1c000c,2374507778,8c272cfe-74f4-11ed-9ddf-0242ac1c000c
187,a69ebe30-74f4-11ed-8c78-0242ac1c000c,1390497207,8c272db2-74f4-11ed-9ddf-0242ac1c000c
188,a69ebee4-74f4-11ed-8c78-0242ac1c000c,1444872700,8c272e66-74f4-11ed-9ddf-0242ac1c000c
189,a69ebf98-74f4-11ed-8c78-0242ac1c000c,670966026,8c272f92-74f4-11ed-9ddf-0242ac1c000c
190,a69ec056-74f4-11ed-8c78-0242ac1c000c,2187757239,8c273064-74f4-11ed-9ddf-0242ac1c000c
191,a69ec100-74f4-11ed-8c78-0242ac1c000c,959251390,8c273118-74f4-11ed-9ddf-0242ac1c000c
192,a69ec1c8-74f4-11ed-8c78-0242ac1c000c,721816342,8c2731d6-74f4-11ed-9ddf-0242ac1c000c
193,a69ec286-74f4-11ed-8c78-0242ac1c000c,634977752,8c27328a-74f4-11ed-9ddf-0242ac1c000c
194,a69ec33a-74f4-11ed-8c78-0242ac1c000c,374701873,8c27333e-74f4-11ed-9ddf-0242ac1c000c
195,a69f0caa-74f4-11ed-8c78-0242ac1c000c,530831054,8c2733e8-74f4-11ed-9ddf-0242ac1c000c
196,a69f0fc0-74f4-11ed-8c78-0242ac1c000c,2109452008,8c27349c-74f4-11ed-9ddf-0242ac1c000c
197,a69f10c4-74f4-11ed-8c78-0242ac1c000c,903207042,8c273546-74f4-11ed-9ddf-0242ac1c000c
198,a69f11a0-74f4-11ed-8c78-0242ac1c000c,1615001967,8c2735fa-74f4-11ed-9ddf-0242ac1c000c
199,a69f125e-74f4-11ed-8c78-0242ac1c000c,1301606141,8c2736ae-74f4-11ed-9ddf-0242ac1c000c
200,a69f131c-74f4-11ed-8c78-0242ac1c000c,1445310184,8c273762-74f4-11ed-9ddf-0242ac1c000c
201,a69f13d0-74f4-11ed-8c78-0242ac1c000c,857703670,8c273816-74f4-11ed-9ddf-0242ac1c000c
202,a69f1560-74f4-11ed-8c78-0242ac1c000c,1058990484,8c2738f2-74f4-11ed-9ddf-0242ac1c000c
203,a69f1628-74f4-11ed-8c78-0242ac1c000c,1497119730,8c2739ec-74f4-11ed-9ddf-0242ac1c000c
204,a69f16dc-74f4-11ed-8c78-0242ac1c000c,1796740200,8c273aaa-74f4-11ed-9ddf-0242ac1c000c
205,a69f1790-74f4-11ed-8c78-0242ac1c000c,490157210,8c273b68-74f4-11ed-9ddf-0242ac1c000c
206,a69f553e-74f4-11ed-8c78-0242ac1c000c,1366457312,8c273c1c-74f4-11ed-9ddf-0242ac1c000c
207,a69f5700-74f4-11ed-8c78-0242ac1c000c,1404359285,8c273cd0-74f4-11ed-9ddf-0242ac1c000c
208,a69f57e6-74f4-11ed-8c78-0242ac1c000c,601004575,8c273d84-74f4-11ed-9ddf-0242ac1c000c
209,a69f58b8-74f4-11ed-8c78-0242ac1c000c,152301251,8c273e42-74f4-11ed-9ddf-0242ac1c000c
210,a69f5976-74f4-11ed-8c78-0242ac1c000c,1100709120,8c273ef6-74f4-11ed-9ddf-0242ac1c000c
211,a69f5a34-74f4-11ed-8c78-0242ac1c000c,1701251574,8c273fb4-74f4-11ed-9ddf-0242ac1c000c
212,a69f5af2-74f4-11ed-8c78-0242ac1c000c,354596582,8c274068-74f4-11ed-9ddf-0242ac1c000c
213,a69f5ba6-74f4-11ed-8c78-0242ac1c000c,134393906,8c274112-74f4-11ed-9ddf-0242ac1c000c
214,a69f5c64-74f4-11ed-8c78-0242ac1c000c,768506380,8c2741c6-74f4-11ed-9ddf-0242ac1c000c
215,a69f7a1e-74f4-11ed-8c78-0242ac1c000c,1921368826,8c27427a-74f4-11ed-9ddf-0242ac1c000c
216,a69f7ca8-74f4-11ed-8c78-0242ac1c000c,986116733,8c27432e-74f4-11ed-9ddf-0242ac1c000c
217,a69f7da2-74f4-11ed-8c78-0242ac1c000c,1793576328,8c2743e2-74f4-11ed-9ddf-0242ac1c000c
218,a69f7e74-74f4-11ed-8c78-0242ac1c000c,1769854800,8c274496-74f4-11ed-9ddf-0242ac1c000c
219,a69f7f32-74f4-11ed-8c78-0242ac1c000c,2476034058,8c2745a4-74f4-11ed-9ddf-0242ac1c000c
220,a69f7fe6-74f4-11ed-8c78-0242ac1c000c,1997926830,8c27469e-74f4-11ed-9ddf-0242ac1c000c
