,Id_Pos,Estado_Pos,Puntaje_Pos,Id_Exa,Id_Car,Id_Us,CC_As
15,9743ad72-74f6-11ed-a0be-0242ac1c000c,Activo,814,8c26bf94-74f4-11ed-9ddf-0242ac1c000c,30f7c0dc-74f4-11ed-9ec6-0242ac1c000c,a69bbd16-74f4-11ed-8c78-0242ac1c000c,1077861199
16,9743ae12-74f6-11ed-a0be-0242ac1c000c,Activo,894,8c26c002-74f4-11ed-9ddf-0242ac1c000c,30f7c17c-74f4-11ed-9ec6-0242ac1c000c,a69bbdd4-74f4-11ed-8c78-0242ac1c000c,381474118
17,9743ae76-74f6-11ed-a0be-0242ac1c000c,Activo,662,8c26c07a-74f4-11ed-9ddf-0242ac1c000c,30f7c226-74f4-11ed-9ec6-0242ac1c000c,a69bbe9c-74f4-11ed-8c78-0242ac1c000c,2313828667
18,9743bc04-74f6-11ed-a0be-0242ac1c000c,Activo,415,8c26c0f2-74f4-11ed-9ddf-0242ac1c000c,30f7c2d0-74f4-11ed-9ec6-0242ac1c000c,a69bbf5a-74f4-11ed-8c78-0242ac1c000c,1541003735
19,9743bccc-74f6-11ed-a0be-0242ac1c000c,Inactivo,879,8c26c160-74f4-11ed-9ddf-0242ac1c000c,30f7c398-74f4-11ed-9ec6-0242ac1c000c,a69bc022-74f4-11ed-8c78-0242ac1c000c,2273290400
20,9743bd3a-74f6-11ed-a0be-0242ac1c000c,Inactivo,597,8c26c1e2-74f4-11ed-9ddf-0242ac1c000c,30f7c442-74f4-11ed-9ec6-0242ac1c000c,a69bc0d6-74f4-11ed-8c78-0242ac1c000c,888969435
21,9743bd9e-74f6-11ed-a0be-0242ac1c000c,Activo,497,8c26c25a-74f4-11ed-9ddf-0242ac1c000c,30f7c4f6-74f4-11ed-9ec6-0242ac1c000c,a69bc19e-74f4-11ed-8c78-0242ac1c000c,1864072627
22,9743be02-74f6-11ed-a0be-0242ac1c000c,Inactivo,831,8c26c2d2-74f4-11ed-9ddf-0242ac1c000c,30f7c5aa-74f4-11ed-9ec6-0242ac1c000c,a69bc252-74f4-11ed-8c78-0242ac1c000c,1471304968
23,9743be70-74f6-11ed-a0be-0242ac1c000c,Inactivo,444,8c26c34a-74f4-11ed-9ddf-0242ac1c000c,30f7c654-74f4-11ed-9ec6-0242ac1c000c,a69bc310-74f4-11ed-8c78-0242ac1c000c,288099631
24,9743befc-74f6-11ed-a0be-0242ac1c000c,Inactivo,670,8c26c3b8-74f4-11ed-9ddf-0242ac1c000c,30f7c6fe-74f4-11ed-9ec6-0242ac1c000c,a69bc3ce-74f4-11ed-8c78-0242ac1c000c,692761306
25,9743bf88-74f6-11ed-a0be-0242ac1c000c,Inactivo,743,8c26c426-74f4-11ed-9ddf-0242ac1c000c,30f7c7bc-74f4-11ed-9ec6-0242ac1c000c,a69bc496-74f4-11ed-8c78-0242ac1c000c,1801326030
26,9743c500-74f6-11ed-a0be-0242ac1c000c,Activo,420,8c26c4a8-74f4-11ed-9ddf-0242ac1c000c,30f7c870-74f4-11ed-9ec6-0242ac1c000c,a69bc568-74f4-11ed-8c78-0242ac1c000c,1839199889
27,9743c6ae-74f6-11ed-a0be-0242ac1c000c,Activo,496,8c26c516-74f4-11ed-9ddf-0242ac1c000c,30f7c924-74f4-11ed-9ec6-0242ac1c000c,a69bc630-74f4-11ed-8c78-0242ac1c000c,1727341716
28,9743c76c-74f6-11ed-a0be-0242ac1c000c,Activo,713,8c26c598-74f4-11ed-9ddf-0242ac1c000c,30f7c9ce-74f4-11ed-9ec6-0242ac1c000c,a69bc6f8-74f4-11ed-8c78-0242ac1c000c,468978914
29,9743c7da-74f6-11ed-a0be-0242ac1c000c,Activo,714,8c26c606-74f4-11ed-9ddf-0242ac1c000c,30f7ca78-74f4-11ed-9ec6-0242ac1c000c,a69bc7b6-74f4-11ed-8c78-0242ac1c000c,228573348
30,9743c834-74f6-11ed-a0be-0242ac1c000c,Activo,602,8c26c67e-74f4-11ed-9ddf-0242ac1c000c,30f7cb22-74f4-11ed-9ec6-0242ac1c000c,a69bc914-74f4-11ed-8c78-0242ac1c000c,1794304811
31,9743c8a2-74f6-11ed-a0be-0242ac1c000c,Inactivo,606,8c26c6ec-74f4-11ed-9ddf-0242ac1c000c,30f7cc76-74f4-11ed-9ec6-0242ac1c000c,a69c11a8-74f4-11ed-8c78-0242ac1c000c,631000669
32,9743c906-74f6-11ed-a0be-0242ac1c000c,Activo,405,8c26c764-74f4-11ed-9ddf-0242ac1c000c,30f7cd2a-74f4-11ed-9ec6-0242ac1c000c,a69c1478-74f4-11ed-8c78-0242ac1c000c,1121218881
33,9743c96a-74f6-11ed-a0be-0242ac1c000c,Inactivo,784,8c26c7dc-74f4-11ed-9ddf-0242ac1c000c,30f7cdd4-74f4-11ed-9ec6-0242ac1c000c,a69c1590-74f4-11ed-8c78-0242ac1c000c,679555258
34,9743c9c4-74f6-11ed-a0be-0242ac1c000c,Inactivo,408,8c26c854-74f4-11ed-9ddf-0242ac1c000c,30f7ce74-74f4-11ed-9ec6-0242ac1c000c,a69c1676-74f4-11ed-8c78-0242ac1c000c,1752486298
35,9743ca1e-74f6-11ed-a0be-0242ac1c000c,Activo,770,8c26c8d6-74f4-11ed-9ddf-0242ac1c000c,30f7cf32-74f4-11ed-9ec6-0242ac1c000c,a69c2314-74f4-11ed-8c78-0242ac1c000c,1570444985
36,9743ca82-74f6-11ed-a0be-0242ac1c000c,Inactivo,719,8c26c94e-74f4-11ed-9ddf-0242ac1c000c,30f7cfe6-74f4-11ed-9ec6-0242ac1c000c,a69c2440-74f4-11ed-8c78-0242ac1c000c,1496406270
37,9743cadc-74f6-11ed-a0be-0242ac1c000c,Inactivo,656,8c26c9c6-74f4-11ed-9ddf-0242ac1c000c,30f7d09a-74f4-11ed-9ec6-0242ac1c000c,a69c2512-74f4-11ed-8c78-0242ac1c000c,1013763951
38,9743cb36-74f6-11ed-a0be-0242ac1c000c,Activo,910,8c26ca3e-74f4-11ed-9ddf-0242ac1c000c,30f7d144-74f4-11ed-9ec6-0242ac1c000c,a69c25e4-74f4-11ed-8c78-0242ac1c000c,443224628
39,9743cb90-74f6-11ed-a0be-0242ac1c000c,Inactivo,849,8c26cab6-74f4-11ed-9ddf-0242ac1c000c,30f7d45a-74f4-11ed-9ec6-0242ac1c000c,a69c26b6-74f4-11ed-8c78-0242ac1c000c,257430415
40,9743cbea-74f6-11ed-a0be-0242ac1c000c,Activo,620,8c26cb2e-74f4-11ed-9ddf-0242ac1c000c,30f7d586-74f4-11ed-9ec6-0242ac1c000c,a69c277e-74f4-11ed-8c78-0242ac1c000c,2319271962
41,9743cc4e-74f6-11ed-a0be-0242ac1c000c,Activo,880,8c26cba6-74f4-11ed-9ddf-0242ac1c000c,30f7d63a-74f4-11ed-9ec6-0242ac1c000c,a69c2846-74f4-11ed-8c78-0242ac1c000c,1545376920
42,9743ccb2-74f6-11ed-a0be-0242ac1c000c,Activo,530,8c26cc1e-74f4-11ed-9ddf-0242ac1c000c,30f7d7d4-74f4-11ed-9ec6-0242ac1c000c,a69c2904-74f4-11ed-8c78-0242ac1c000c,810636897
43,9743cd0c-74f6-11ed-a0be-0242ac1c000c,Inactivo,592,8c26cc96-74f4-11ed-9ddf-0242ac1c000c,30f7d892-74f4-11ed-9ec6-0242ac1c000c,a69c29cc-74f4-11ed-8c78-0242ac1c000c,2130546445
44,9743cd66-74f6-11ed-a0be-0242ac1c000c,Activo,671,8c26cd0e-74f4-11ed-9ddf-0242ac1c000c,30f7d93c-74f4-11ed-9ec6-0242ac1c000c,a69c2a94-74f4-11ed-8c78-0242ac1c000c,590440983
45,9743cdca-74f6-11ed-a0be-0242ac1c000c,Inactivo,644,8c26cd90-74f4-11ed-9ddf-0242ac1c000c,30f7d9e6-74f4-11ed-9ec6-0242ac1c000c,a69c2b52-74f4-11ed-8c78-0242ac1c000c,299683491
46,9743ce24-74f6-11ed-a0be-0242ac1c000c,Inactivo,651,8c26cdfe-74f4-11ed-9ddf-0242ac1c000c,30f7db1c-74f4-11ed-9ec6-0242ac1c000c,a69c2c06-74f4-11ed-8c78-0242ac1c000c,2255552638
47,9743ce88-74f6-11ed-a0be-0242ac1c000c,Activo,683,8c26ce76-74f4-11ed-9ddf-0242ac1c000c,30f7dbd0-74f4-11ed-9ec6-0242ac1c000c,a69c2cce-74f4-11ed-8c78-0242ac1c000c,256943930
48,9743cf0a-74f6-11ed-a0be-0242ac1c000c,Inactivo,501,8c26cee4-74f4-11ed-9ddf-0242ac1c000c,30f7dc7a-74f4-11ed-9ec6-0242ac1c000c,a69c2d8c-74f4-11ed-8c78-0242ac1c000c,1822748330
49,9743cf6e-74f6-11ed-a0be-0242ac1c000c,Inactivo,917,8c26cf52-74f4-11ed-9ddf-0242ac1c000c,30f7dd38-74f4-11ed-9ec6-0242ac1c000c,a69c2e4a-74f4-11ed-8c78-0242ac1c000c,1401097109
50,9743cfc8-74f6-11ed-a0be-0242ac1c000c,Inactivo,446,8c26d056-74f4-11ed-9ddf-0242ac1c000c,30f7dea0-74f4-11ed-9ec6-0242ac1c000c,a69c2efe-74f4-11ed-8c78-0242ac1c000c,2078223255
51,9743d022-74f6-11ed-a0be-0242ac1c000c,Activo,511,8c26d0d8-74f4-11ed-9ddf-0242ac1c000c,30f7df5e-74f4-11ed-9ec6-0242ac1c000c,a69c3002-74f4-11ed-8c78-0242ac1c000c,566902920
52,9743d086-74f6-11ed-a0be-0242ac1c000c,Inactivo,614,8c26d146-74f4-11ed-9ddf-0242ac1c000c,30f7e008-74f4-11ed-9ec6-0242ac1c000c,a69c30a2-74f4-11ed-8c78-0242ac1c000c,153847991
53,9743d0ea-74f6-11ed-a0be-0242ac1c000c,Activo,799,8c26d1be-74f4-11ed-9ddf-0242ac1c000c,30f7e134-74f4-11ed-9ec6-0242ac1c000c,a69c314c-74f4-11ed-8c78-0242ac1c000c,776168813
54,9743d180-74f6-11ed-a0be-0242ac1c000c,Activo,585,8c26d236-74f4-11ed-9ddf-0242ac1c000c,30f7e1e8-74f4-11ed-9ec6-0242ac1c000c,a69c3200-74f4-11ed-8c78-0242ac1c000c,709007966
55,9743d1e4-74f6-11ed-a0be-0242ac1c000c,Activo,973,8c26d2a4-74f4-11ed-9ddf-0242ac1c000c,30f7e2e2-74f4-11ed-9ec6-0242ac1c000c,a69c32be-74f4-11ed-8c78-0242ac1c000c,138202170
56,9743d248-74f6-11ed-a0be-0242ac1c000c,Activo,874,8c26d31c-74f4-11ed-9ddf-0242ac1c000c,30f7e396-74f4-11ed-9ec6-0242ac1c000c,a69c3372-74f4-11ed-8c78-0242ac1c000c,2090642701
57,9743d2a2-74f6-11ed-a0be-0242ac1c000c,Inactivo,921,8c26d38a-74f4-11ed-9ddf-0242ac1c000c,30f7e4e0-74f4-11ed-9ec6-0242ac1c000c,a69c341c-74f4-11ed-8c78-0242ac1c000c,1973237016
58,9743d31a-74f6-11ed-a0be-0242ac1c000c,Inactivo,661,8c26d402-74f4-11ed-9ddf-0242ac1c000c,30f7e580-74f4-11ed-9ec6-0242ac1c000c,a69c34d0-74f4-11ed-8c78-0242ac1c000c,2145902972
59,9743d37e-74f6-11ed-a0be-0242ac1c000c,Inactivo,940,8c26d47a-74f4-11ed-9ddf-0242ac1c000c,30f7e63e-74f4-11ed-9ec6-0242ac1c000c,a69c3598-74f4-11ed-8c78-0242ac1c000c,1154731715
60,9743d3d8-74f6-11ed-a0be-0242ac1c000c,Inactivo,664,8c26d4e8-74f4-11ed-9ddf-0242ac1c000c,30f7e774-74f4-11ed-9ec6-0242ac1c000c,a69c3656-74f4-11ed-8c78-0242ac1c000c,195760985
61,9743d43c-74f6-11ed-a0be-0242ac1c000c,Inactivo,968,8c26d556-74f4-11ed-9ddf-0242ac1c000c,30f7e828-74f4-11ed-9ec6-0242ac1c000c,a69c3714-74f4-11ed-8c78-0242ac1c000c,401962456
62,9743d4c8-74f6-11ed-a0be-0242ac1c000c,Inactivo,836,8c26d5ce-74f4-11ed-9ddf-0242ac1c000c,30f7e8e6-74f4-11ed-9ec6-0242ac1c000c,a69c37c8-74f4-11ed-8c78-0242ac1c000c,1999168261
63,9743d522-74f6-11ed-a0be-0242ac1c000c,Activo,653,8c26d63c-74f4-11ed-9ddf-0242ac1c000c,30f7e99a-74f4-11ed-9ec6-0242ac1c000c,a69c387c-74f4-11ed-8c78-0242ac1c000c,1671064109
64,9743d586-74f6-11ed-a0be-0242ac1c000c,Activo,671,8c26d6be-74f4-11ed-9ddf-0242ac1c000c,30f7ead0-74f4-11ed-9ec6-0242ac1c000c,a69c3944-74f4-11ed-8c78-0242ac1c000c,1172828247
65,9743d5e0-74f6-11ed-a0be-0242ac1c000c,Inactivo,597,8c26d736-74f4-11ed-9ddf-0242ac1c000c,30f7eb84-74f4-11ed-9ec6-0242ac1c000c,a69c3a0c-74f4-11ed-8c78-0242ac1c000c,571280811
66,9743d63a-74f6-11ed-a0be-0242ac1c000c,Activo,870,8c26d7ae-74f4-11ed-9ddf-0242ac1c000c,30f7ec24-74f4-11ed-9ec6-0242ac1c000c,a69c3ac0-74f4-11ed-8c78-0242ac1c000c,1914275511
67,9743d694-74f6-11ed-a0be-0242ac1c000c,Activo,905,8c26d844-74f4-11ed-9ddf-0242ac1c000c,30f7ecc4-74f4-11ed-9ec6-0242ac1c000c,a69c3b7e-74f4-11ed-8c78-0242ac1c000c,618134343
68,9743d6ee-74f6-11ed-a0be-0242ac1c000c,Inactivo,770,8c26d8b2-74f4-11ed-9ddf-0242ac1c000c,30f7ede6-74f4-11ed-9ec6-0242ac1c000c,a69c3c32-74f4-11ed-8c78-0242ac1c000c,2225461774
69,9743d748-74f6-11ed-a0be-0242ac1c000c,Inactivo,953,8c26d92a-74f4-11ed-9ddf-0242ac1c000c,30f7eeae-74f4-11ed-9ec6-0242ac1c000c,a69c3cf0-74f4-11ed-8c78-0242ac1c000c,1148486979
70,9743d7a2-74f6-11ed-a0be-0242ac1c000c,Activo,982,8c26d998-74f4-11ed-9ddf-0242ac1c000c,30f7ef62-74f4-11ed-9ec6-0242ac1c000c,a69c91d2-74f4-11ed-8c78-0242ac1c000c,274245036
71,9743d824-74f6-11ed-a0be-0242ac1c000c,Inactivo,606,8c26da06-74f4-11ed-9ddf-0242ac1c000c,30f7f002-74f4-11ed-9ec6-0242ac1c000c,a69cbdb0-74f4-11ed-8c78-0242ac1c000c,1987544879
72,9743d8ba-74f6-11ed-a0be-0242ac1c000c,Activo,584,8c26da7e-74f4-11ed-9ddf-0242ac1c000c,30f7f124-74f4-11ed-9ec6-0242ac1c000c,a69cbf22-74f4-11ed-8c78-0242ac1c000c,2187945133
73,9743de32-74f6-11ed-a0be-0242ac1c000c,Inactivo,624,8c26daf6-74f4-11ed-9ddf-0242ac1c000c,30f7f1e2-74f4-11ed-9ec6-0242ac1c000c,a69cc03a-74f4-11ed-8c78-0242ac1c000c,1413197690
74,9743df0e-74f6-11ed-a0be-0242ac1c000c,Inactivo,868,8c26db6e-74f4-11ed-9ddf-0242ac1c000c,30f7f39a-74f4-11ed-9ec6-0242ac1c000c,a69cc120-74f4-11ed-8c78-0242ac1c000c,1529950585
75,9743df7c-74f6-11ed-a0be-0242ac1c000c,Activo,897,8c26dbdc-74f4-11ed-9ddf-0242ac1c000c,30f7f458-74f4-11ed-9ec6-0242ac1c000c,a69cc1e8-74f4-11ed-8c78-0242ac1c000c,1434092684
76,9743dfe0-74f6-11ed-a0be-0242ac1c000c,Inactivo,722,8c26dc4a-74f4-11ed-9ddf-0242ac1c000c,30f7f50c-74f4-11ed-9ec6-0242ac1c000c,a69cc2a6-74f4-11ed-8c78-0242ac1c000c,1988780707
77,9743e044-74f6-11ed-a0be-0242ac1c000c,Inactivo,419,8c26dcc2-74f4-11ed-9ddf-0242ac1c000c,30f7f5c0-74f4-11ed-9ec6-0242ac1c000c,a69cc378-74f4-11ed-8c78-0242ac1c000c,1379687967
78,9743e09e-74f6-11ed-a0be-0242ac1c000c,Activo,726,8c26dd30-74f4-11ed-9ddf-0242ac1c000c,30f7f70a-74f4-11ed-9ec6-0242ac1c000c,a69cc44a-74f4-11ed-8c78-0242ac1c000c,2074791349
79,9743e12a-74f6-11ed-a0be-0242ac1c000c,Activo,684,8c26dd9e-74f4-11ed-9ddf-0242ac1c000c,30f7f7b4-74f4-11ed-9ec6-0242ac1c000c,a69cc508-74f4-11ed-8c78-0242ac1c000c,814226950
80,9743e184-74f6-11ed-a0be-0242ac1c000c,Inactivo,513,8c26de16-74f4-11ed-9ddf-0242ac1c000c,30f7f85e-74f4-11ed-9ec6-0242ac1c000c,a69cc5d0-74f4-11ed-8c78-0242ac1c000c,239362254
81,9743e1de-74f6-11ed-a0be-0242ac1c000c,Activo,773,8c26de8e-74f4-11ed-9ddf-0242ac1c000c,30f7f8fe-74f4-11ed-9ec6-0242ac1c000c,a69cc698-74f4-11ed-8c78-0242ac1c000c,1977330706
82,9743e238-74f6-11ed-a0be-0242ac1c000c,Activo,713,8c26defc-74f4-11ed-9ddf-0242ac1c000c,30f7fa34-74f4-11ed-9ec6-0242ac1c000c,a69cc76a-74f4-11ed-8c78-0242ac1c000c,467658007
83,9743e29c-74f6-11ed-a0be-0242ac1c000c,Inactivo,960,8c26df6a-74f4-11ed-9ddf-0242ac1c000c,30f7fade-74f4-11ed-9ec6-0242ac1c000c,a69cc828-74f4-11ed-8c78-0242ac1c000c,1737982492
84,9743e2f6-74f6-11ed-a0be-0242ac1c000c,Activo,797,8c26e000-74f4-11ed-9ddf-0242ac1c000c,30f7fb88-74f4-11ed-9ec6-0242ac1c000c,a69cc8f0-74f4-11ed-8c78-0242ac1c000c,1952077824
85,9743e350-74f6-11ed-a0be-0242ac1c000c,Activo,841,8c26e078-74f4-11ed-9ddf-0242ac1c000c,30f7fc28-74f4-11ed-9ec6-0242ac1c000c,a69cc9b8-74f4-11ed-8c78-0242ac1c000c,817343448
86,9743e3aa-74f6-11ed-a0be-0242ac1c000c,Inactivo,684,8c26e0e6-74f4-11ed-9ddf-0242ac1c000c,30f7fd5e-74f4-11ed-9ec6-0242ac1c000c,a69ccac6-74f4-11ed-8c78-0242ac1c000c,1646713456
87,9743e404-74f6-11ed-a0be-0242ac1c000c,Activo,692,8c26e2ee-74f4-11ed-9ddf-0242ac1c000c,30f7fdfe-74f4-11ed-9ec6-0242ac1c000c,a69ccb8e-74f4-11ed-8c78-0242ac1c000c,516945291
88,9743e45e-74f6-11ed-a0be-0242ac1c000c,Inactivo,528,8c26e3a2-74f4-11ed-9ddf-0242ac1c000c,30f7fe9e-74f4-11ed-9ec6-0242ac1c000c,a69ccc6a-74f4-11ed-8c78-0242ac1c000c,1143104050
89,9743e4b8-74f6-11ed-a0be-0242ac1c000c,Inactivo,490,8c26e456-74f4-11ed-9ddf-0242ac1c000c,30f7fffc-74f4-11ed-9ec6-0242ac1c000c,a69ccd46-74f4-11ed-8c78-0242ac1c000c,2305527697
90,9743e51c-74f6-11ed-a0be-0242ac1c000c,Inactivo,642,8c26e50a-74f4-11ed-9ddf-0242ac1c000c,30f800b0-74f4-11ed-9ec6-0242ac1c000c,a69cce04-74f4-11ed-8c78-0242ac1c000c,360791261
91,9743e576-74f6-11ed-a0be-0242ac1c000c,Inactivo,913,8c26e5b4-74f4-11ed-9ddf-0242ac1c000c,30f80146-74f4-11ed-9ec6-0242ac1c000c,a69ccecc-74f4-11ed-8c78-0242ac1c000c,1764693577
92,9743e5d0-74f6-11ed-a0be-0242ac1c000c,Activo,843,8c26e668-74f4-11ed-9ddf-0242ac1c000c,30f801fa-74f4-11ed-9ec6-0242ac1c000c,a69ccf8a-74f4-11ed-8c78-0242ac1c000c,659742679
93,9743e62a-74f6-11ed-a0be-0242ac1c000c,Inactivo,879,8c26e744-74f4-11ed-9ddf-0242ac1c000c,30f803da-74f4-11ed-9ec6-0242ac1c000c,a69cd052-74f4-11ed-8c78-0242ac1c000c,2043775655
94,9743e684-74f6-11ed-a0be-0242ac1c000c,Activo,825,8c26e7f8-74f4-11ed-9ddf-0242ac1c000c,30f80484-74f4-11ed-9ec6-0242ac1c000c,a69cd11a-74f4-11ed-8c78-0242ac1c000c,2138247279
95,9743e6de-74f6-11ed-a0be-0242ac1c000c,Activo,461,8c26e8a2-74f4-11ed-9ddf-0242ac1c000c,30f8051a-74f4-11ed-9ec6-0242ac1c000c,a69cd1e2-74f4-11ed-8c78-0242ac1c000c,386523129
96,9743e760-74f6-11ed-a0be-0242ac1c000c,Activo,469,8c26e94c-74f4-11ed-9ddf-0242ac1c000c,30f805ba-74f4-11ed-9ec6-0242ac1c000c,a69cd2a0-74f4-11ed-8c78-0242ac1c000c,2055428286
97,9743e7ba-74f6-11ed-a0be-0242ac1c000c,Activo,623,8c26ea00-74f4-11ed-9ddf-0242ac1c000c,30f806dc-74f4-11ed-9ec6-0242ac1c000c,a69cd368-74f4-11ed-8c78-0242ac1c000c,1586525617
98,9743e814-74f6-11ed-a0be-0242ac1c000c,Activo,492,8c26eabe-74f4-11ed-9ddf-0242ac1c000c,30f80786-74f4-11ed-9ec6-0242ac1c000c,a69cd426-74f4-11ed-8c78-0242ac1c000c,481517945
99,9743e86e-74f6-11ed-a0be-0242ac1c000c,Inactivo,472,8c26eb72-74f4-11ed-9ddf-0242ac1c000c,30f80830-74f4-11ed-9ec6-0242ac1c000c,a69cd4e4-74f4-11ed-8c78-0242ac1c000c,2308741970
100,9743e8c8-74f6-11ed-a0be-0242ac1c000c,Inactivo,621,8c26ec26-74f4-11ed-9ddf-0242ac1c000c,30f808d0-74f4-11ed-9ec6-0242ac1c000c,a69cd5ac-74f4-11ed-8c78-0242ac1c000c,734541878
101,9743e922-74f6-11ed-a0be-0242ac1c000c,Inactivo,487,8c26ed34-74f4-11ed-9ddf-0242ac1c000c,30f80a2e-74f4-11ed-9ec6-0242ac1c000c,a69cd66a-74f4-11ed-8c78-0242ac1c000c,591952837
102,9743e97c-74f6-11ed-a0be-0242ac1c000c,Activo,760,8c26ede8-74f4-11ed-9ddf-0242ac1c000c,30f80ad8-74f4-11ed-9ec6-0242ac1c000c,a69cd732-74f4-11ed-8c78-0242ac1c000c,341536108
103,9743e9e0-74f6-11ed-a0be-0242ac1c000c,Activo,941,8c26ee9c-74f4-11ed-9ddf-0242ac1c000c,30f80b78-74f4-11ed-9ec6-0242ac1c000c,a69cd7fa-74f4-11ed-8c78-0242ac1c000c,2433122504
104,9743ea3a-74f6-11ed-a0be-0242ac1c000c,Inactivo,490,8c26ef5a-74f4-11ed-9ddf-0242ac1c000c,30f80c18-74f4-11ed-9ec6-0242ac1c000c,a69cd8b8-74f4-11ed-8c78-0242ac1c000c,1843851224
105,9743ea94-74f6-11ed-a0be-0242ac1c000c,Activo,936,8c26f004-74f4-11ed-9ddf-0242ac1c000c,30f80d3a-74f4-11ed-9ec6-0242ac1c000c,a69cd980-74f4-11ed-8c78-0242ac1c000c,1968812333
106,9743eaee-74f6-11ed-a0be-0242ac1c000c,Inactivo,790,8c26f0c2-74f4-11ed-9ddf-0242ac1c000c,30f80de4-74f4-11ed-9ec6-0242ac1c000c,a69d6cc4-74f4-11ed-8c78-0242ac1c000c,1544483073
107,9743eb52-74f6-11ed-a0be-0242ac1c000c,Activo,830,8c26f180-74f4-11ed-9ddf-0242ac1c000c,30f80e8e-74f4-11ed-9ec6-0242ac1c000c,a69d6fbc-74f4-11ed-8c78-0242ac1c000c,2028347581
108,9743ebac-74f6-11ed-a0be-0242ac1c000c,Activo,839,8c26f234-74f4-11ed-9ddf-0242ac1c000c,30f80f24-74f4-11ed-9ec6-0242ac1c000c,a69d707a-74f4-11ed-8c78-0242ac1c000c,2455707042
