,Id_Pos,Id_Exa,Id_Car,Id_Us,CC_As,Id_Para
12,9743a5ca-74f6-11ed-a0be-0242ac1c000c,8c26be36-74f4-11ed-9ddf-0242ac1c000c,30f7bede-74f4-11ed-9ec6-0242ac1c000c,a69bbaaa-74f4-11ed-8c78-0242ac1c000c,2487454822,0aaa618e-74f7-11ed-86c4-0242ac1c000c
13,9743a660-74f6-11ed-a0be-0242ac1c000c,8c26beae-74f4-11ed-9ddf-0242ac1c000c,30f7bf7e-74f4-11ed-9ec6-0242ac1c000c,a69bbb7c-74f4-11ed-8c78-0242ac1c000c,286513171,0aaa622e-74f7-11ed-86c4-0242ac1c000c
14,9743ac78-74f6-11ed-a0be-0242ac1c000c,8c26bf1c-74f4-11ed-9ddf-0242ac1c000c,30f7c032-74f4-11ed-9ec6-0242ac1c000c,a69bbc4e-74f4-11ed-8c78-0242ac1c000c,2401952576,0aaa62d8-74f7-11ed-86c4-0242ac1c000c
15,9743ad72-74f6-11ed-a0be-0242ac1c000c,8c26bf94-74f4-11ed-9ddf-0242ac1c000c,30f7c0dc-74f4-11ed-9ec6-0242ac1c000c,a69bbd16-74f4-11ed-8c78-0242ac1c000c,1077861199,0aaa6af8-74f7-11ed-86c4-0242ac1c000c
16,9743ae12-74f6-11ed-a0be-0242ac1c000c,8c26c002-74f4-11ed-9ddf-0242ac1c000c,30f7c17c-74f4-11ed-9ec6-0242ac1c000c,a69bbdd4-74f4-11ed-8c78-0242ac1c000c,381474118,0aaa6d1e-74f7-11ed-86c4-0242ac1c000c
17,9743ae76-74f6-11ed-a0be-0242ac1c000c,8c26c07a-74f4-11ed-9ddf-0242ac1c000c,30f7c226-74f4-11ed-9ec6-0242ac1c000c,a69bbe9c-74f4-11ed-8c78-0242ac1c000c,2313828667,0aaa6ddc-74f7-11ed-86c4-0242ac1c000c
18,9743bc04-74f6-11ed-a0be-0242ac1c000c,8c26c0f2-74f4-11ed-9ddf-0242ac1c000c,30f7c2d0-74f4-11ed-9ec6-0242ac1c000c,a69bbf5a-74f4-11ed-8c78-0242ac1c000c,1541003735,0aaa6e86-74f7-11ed-86c4-0242ac1c000c
19,9743bccc-74f6-11ed-a0be-0242ac1c000c,8c26c160-74f4-11ed-9ddf-0242ac1c000c,30f7c398-74f4-11ed-9ec6-0242ac1c000c,a69bc022-74f4-11ed-8c78-0242ac1c000c,2273290400,0aaa6f1c-74f7-11ed-86c4-0242ac1c000c
20,9743bd3a-74f6-11ed-a0be-0242ac1c000c,8c26c1e2-74f4-11ed-9ddf-0242ac1c000c,30f7c442-74f4-11ed-9ec6-0242ac1c000c,a69bc0d6-74f4-11ed-8c78-0242ac1c000c,888969435,0aaa6fc6-74f7-11ed-86c4-0242ac1c000c
21,9743bd9e-74f6-11ed-a0be-0242ac1c000c,8c26c25a-74f4-11ed-9ddf-0242ac1c000c,30f7c4f6-74f4-11ed-9ec6-0242ac1c000c,a69bc19e-74f4-11ed-8c78-0242ac1c000c,1864072627,0aaa705c-74f7-11ed-86c4-0242ac1c000c
22,9743be02-74f6-11ed-a0be-0242ac1c000c,8c26c2d2-74f4-11ed-9ddf-0242ac1c000c,30f7c5aa-74f4-11ed-9ec6-0242ac1c000c,a69bc252-74f4-11ed-8c78-0242ac1c000c,1471304968,0aaa70fc-74f7-11ed-86c4-0242ac1c000c
23,9743be70-74f6-11ed-a0be-0242ac1c000c,8c26c34a-74f4-11ed-9ddf-0242ac1c000c,30f7c654-74f4-11ed-9ec6-0242ac1c000c,a69bc310-74f4-11ed-8c78-0242ac1c000c,288099631,0aaa719c-74f7-11ed-86c4-0242ac1c000c
24,9743befc-74f6-11ed-a0be-0242ac1c000c,8c26c3b8-74f4-11ed-9ddf-0242ac1c000c,30f7c6fe-74f4-11ed-9ec6-0242ac1c000c,a69bc3ce-74f4-11ed-8c78-0242ac1c000c,692761306,0aaa723c-74f7-11ed-86c4-0242ac1c000c
25,9743bf88-74f6-11ed-a0be-0242ac1c000c,8c26c426-74f4-11ed-9ddf-0242ac1c000c,30f7c7bc-74f4-11ed-9ec6-0242ac1c000c,a69bc496-74f4-11ed-8c78-0242ac1c000c,1801326030,0aaa72d2-74f7-11ed-86c4-0242ac1c000c
26,9743c500-74f6-11ed-a0be-0242ac1c000c,8c26c4a8-74f4-11ed-9ddf-0242ac1c000c,30f7c870-74f4-11ed-9ec6-0242ac1c000c,a69bc568-74f4-11ed-8c78-0242ac1c000c,1839199889,0aaa7368-74f7-11ed-86c4-0242ac1c000c
27,9743c6ae-74f6-11ed-a0be-0242ac1c000c,8c26c516-74f4-11ed-9ddf-0242ac1c000c,30f7c924-74f4-11ed-9ec6-0242ac1c000c,a69bc630-74f4-11ed-8c78-0242ac1c000c,1727341716,0aaa7408-74f7-11ed-86c4-0242ac1c000c
28,9743c76c-74f6-11ed-a0be-0242ac1c000c,8c26c598-74f4-11ed-9ddf-0242ac1c000c,30f7c9ce-74f4-11ed-9ec6-0242ac1c000c,a69bc6f8-74f4-11ed-8c78-0242ac1c000c,468978914,0aaa749e-74f7-11ed-86c4-0242ac1c000c
29,9743c7da-74f6-11ed-a0be-0242ac1c000c,8c26c606-74f4-11ed-9ddf-0242ac1c000c,30f7ca78-74f4-11ed-9ec6-0242ac1c000c,a69bc7b6-74f4-11ed-8c78-0242ac1c000c,228573348,0aaa7534-74f7-11ed-86c4-0242ac1c000c
30,9743c834-74f6-11ed-a0be-0242ac1c000c,8c26c67e-74f4-11ed-9ddf-0242ac1c000c,30f7cb22-74f4-11ed-9ec6-0242ac1c000c,a69bc914-74f4-11ed-8c78-0242ac1c000c,1794304811,0aaa75ca-74f7-11ed-86c4-0242ac1c000c
31,9743c8a2-74f6-11ed-a0be-0242ac1c000c,8c26c6ec-74f4-11ed-9ddf-0242ac1c000c,30f7cc76-74f4-11ed-9ec6-0242ac1c000c,a69c11a8-74f4-11ed-8c78-0242ac1c000c,631000669,0aaa7674-74f7-11ed-86c4-0242ac1c000c
32,9743c906-74f6-11ed-a0be-0242ac1c000c,8c26c764-74f4-11ed-9ddf-0242ac1c000c,30f7cd2a-74f4-11ed-9ec6-0242ac1c000c,a69c1478-74f4-11ed-8c78-0242ac1c000c,1121218881,0aaa7714-74f7-11ed-86c4-0242ac1c000c
33,9743c96a-74f6-11ed-a0be-0242ac1c000c,8c26c7dc-74f4-11ed-9ddf-0242ac1c000c,30f7cdd4-74f4-11ed-9ec6-0242ac1c000c,a69c1590-74f4-11ed-8c78-0242ac1c000c,679555258,0aaa77aa-74f7-11ed-86c4-0242ac1c000c
34,9743c9c4-74f6-11ed-a0be-0242ac1c000c,8c26c854-74f4-11ed-9ddf-0242ac1c000c,30f7ce74-74f4-11ed-9ec6-0242ac1c000c,a69c1676-74f4-11ed-8c78-0242ac1c000c,1752486298,0aaa784a-74f7-11ed-86c4-0242ac1c000c
35,9743ca1e-74f6-11ed-a0be-0242ac1c000c,8c26c8d6-74f4-11ed-9ddf-0242ac1c000c,30f7cf32-74f4-11ed-9ec6-0242ac1c000c,a69c2314-74f4-11ed-8c78-0242ac1c000c,1570444985,0aaa78e0-74f7-11ed-86c4-0242ac1c000c
36,9743ca82-74f6-11ed-a0be-0242ac1c000c,8c26c94e-74f4-11ed-9ddf-0242ac1c000c,30f7cfe6-74f4-11ed-9ec6-0242ac1c000c,a69c2440-74f4-11ed-8c78-0242ac1c000c,1496406270,0aaa7980-74f7-11ed-86c4-0242ac1c000c
37,9743cadc-74f6-11ed-a0be-0242ac1c000c,8c26c9c6-74f4-11ed-9ddf-0242ac1c000c,30f7d09a-74f4-11ed-9ec6-0242ac1c000c,a69c2512-74f4-11ed-8c78-0242ac1c000c,1013763951,0aaa7a16-74f7-11ed-86c4-0242ac1c000c
38,9743cb36-74f6-11ed-a0be-0242ac1c000c,8c26ca3e-74f4-11ed-9ddf-0242ac1c000c,30f7d144-74f4-11ed-9ec6-0242ac1c000c,a69c25e4-74f4-11ed-8c78-0242ac1c000c,443224628,0aaa7aac-74f7-11ed-86c4-0242ac1c000c
39,9743cb90-74f6-11ed-a0be-0242ac1c000c,8c26cab6-74f4-11ed-9ddf-0242ac1c000c,30f7d45a-74f4-11ed-9ec6-0242ac1c000c,a69c26b6-74f4-11ed-8c78-0242ac1c000c,257430415,0aaa7b4c-74f7-11ed-86c4-0242ac1c000c
40,9743cbea-74f6-11ed-a0be-0242ac1c000c,8c26cb2e-74f4-11ed-9ddf-0242ac1c000c,30f7d586-74f4-11ed-9ec6-0242ac1c000c,a69c277e-74f4-11ed-8c78-0242ac1c000c,2319271962,0aaa7be2-74f7-11ed-86c4-0242ac1c000c
41,9743cc4e-74f6-11ed-a0be-0242ac1c000c,8c26cba6-74f4-11ed-9ddf-0242ac1c000c,30f7d63a-74f4-11ed-9ec6-0242ac1c000c,a69c2846-74f4-11ed-8c78-0242ac1c000c,1545376920,0aaa7c82-74f7-11ed-86c4-0242ac1c000c
42,9743ccb2-74f6-11ed-a0be-0242ac1c000c,8c26cc1e-74f4-11ed-9ddf-0242ac1c000c,30f7d7d4-74f4-11ed-9ec6-0242ac1c000c,a69c2904-74f4-11ed-8c78-0242ac1c000c,810636897,0aaa7d22-74f7-11ed-86c4-0242ac1c000c
43,9743cd0c-74f6-11ed-a0be-0242ac1c000c,8c26cc96-74f4-11ed-9ddf-0242ac1c000c,30f7d892-74f4-11ed-9ec6-0242ac1c000c,a69c29cc-74f4-11ed-8c78-0242ac1c000c,2130546445,0aaa7db8-74f7-11ed-86c4-0242ac1c000c
44,9743cd66-74f6-11ed-a0be-0242ac1c000c,8c26cd0e-74f4-11ed-9ddf-0242ac1c000c,30f7d93c-74f4-11ed-9ec6-0242ac1c000c,a69c2a94-74f4-11ed-8c78-0242ac1c000c,590440983,0aaa7e58-74f7-11ed-86c4-0242ac1c000c
45,9743cdca-74f6-11ed-a0be-0242ac1c000c,8c26cd90-74f4-11ed-9ddf-0242ac1c000c,30f7d9e6-74f4-11ed-9ec6-0242ac1c000c,a69c2b52-74f4-11ed-8c78-0242ac1c000c,299683491,0aaa7eee-74f7-11ed-86c4-0242ac1c000c
46,9743ce24-74f6-11ed-a0be-0242ac1c000c,8c26cdfe-74f4-11ed-9ddf-0242ac1c000c,30f7db1c-74f4-11ed-9ec6-0242ac1c000c,a69c2c06-74f4-11ed-8c78-0242ac1c000c,2255552638,0aaa7f8e-74f7-11ed-86c4-0242ac1c000c
47,9743ce88-74f6-11ed-a0be-0242ac1c000c,8c26ce76-74f4-11ed-9ddf-0242ac1c000c,30f7dbd0-74f4-11ed-9ec6-0242ac1c000c,a69c2cce-74f4-11ed-8c78-0242ac1c000c,256943930,0aaa8038-74f7-11ed-86c4-0242ac1c000c
48,9743cf0a-74f6-11ed-a0be-0242ac1c000c,8c26cee4-74f4-11ed-9ddf-0242ac1c000c,30f7dc7a-74f4-11ed-9ec6-0242ac1c000c,a69c2d8c-74f4-11ed-8c78-0242ac1c000c,1822748330,0aaa80d8-74f7-11ed-86c4-0242ac1c000c
49,9743cf6e-74f6-11ed-a0be-0242ac1c000c,8c26cf52-74f4-11ed-9ddf-0242ac1c000c,30f7dd38-74f4-11ed-9ec6-0242ac1c000c,a69c2e4a-74f4-11ed-8c78-0242ac1c000c,1401097109,0aaa8178-74f7-11ed-86c4-0242ac1c000c
50,9743cfc8-74f6-11ed-a0be-0242ac1c000c,8c26d056-74f4-11ed-9ddf-0242ac1c000c,30f7dea0-74f4-11ed-9ec6-0242ac1c000c,a69c2efe-74f4-11ed-8c78-0242ac1c000c,2078223255,0aaa8286-74f7-11ed-86c4-0242ac1c000c
51,9743d022-74f6-11ed-a0be-0242ac1c000c,8c26d0d8-74f4-11ed-9ddf-0242ac1c000c,30f7df5e-74f4-11ed-9ec6-0242ac1c000c,a69c3002-74f4-11ed-8c78-0242ac1c000c,566902920,0aaa8344-74f7-11ed-86c4-0242ac1c000c
52,9743d086-74f6-11ed-a0be-0242ac1c000c,8c26d146-74f4-11ed-9ddf-0242ac1c000c,30f7e008-74f4-11ed-9ec6-0242ac1c000c,a69c30a2-74f4-11ed-8c78-0242ac1c000c,153847991,0aaa83e4-74f7-11ed-86c4-0242ac1c000c
53,9743d0ea-74f6-11ed-a0be-0242ac1c000c,8c26d1be-74f4-11ed-9ddf-0242ac1c000c,30f7e134-74f4-11ed-9ec6-0242ac1c000c,a69c314c-74f4-11ed-8c78-0242ac1c000c,776168813,0aaa847a-74f7-11ed-86c4-0242ac1c000c
54,9743d180-74f6-11ed-a0be-0242ac1c000c,8c26d236-74f4-11ed-9ddf-0242ac1c000c,30f7e1e8-74f4-11ed-9ec6-0242ac1c000c,a69c3200-74f4-11ed-8c78-0242ac1c000c,709007966,0aaa8510-74f7-11ed-86c4-0242ac1c000c
55,9743d1e4-74f6-11ed-a0be-0242ac1c000c,8c26d2a4-74f4-11ed-9ddf-0242ac1c000c,30f7e2e2-74f4-11ed-9ec6-0242ac1c000c,a69c32be-74f4-11ed-8c78-0242ac1c000c,138202170,0aaa85b0-74f7-11ed-86c4-0242ac1c000c
56,9743d248-74f6-11ed-a0be-0242ac1c000c,8c26d31c-74f4-11ed-9ddf-0242ac1c000c,30f7e396-74f4-11ed-9ec6-0242ac1c000c,a69c3372-74f4-11ed-8c78-0242ac1c000c,2090642701,0aaa8650-74f7-11ed-86c4-0242ac1c000c
57,9743d2a2-74f6-11ed-a0be-0242ac1c000c,8c26d38a-74f4-11ed-9ddf-0242ac1c000c,30f7e4e0-74f4-11ed-9ec6-0242ac1c000c,a69c341c-74f4-11ed-8c78-0242ac1c000c,1973237016,0aaa877c-74f7-11ed-86c4-0242ac1c000c
58,9743d31a-74f6-11ed-a0be-0242ac1c000c,8c26d402-74f4-11ed-9ddf-0242ac1c000c,30f7e580-74f4-11ed-9ec6-0242ac1c000c,a69c34d0-74f4-11ed-8c78-0242ac1c000c,2145902972,0aaa881c-74f7-11ed-86c4-0242ac1c000c
59,9743d37e-74f6-11ed-a0be-0242ac1c000c,8c26d47a-74f4-11ed-9ddf-0242ac1c000c,30f7e63e-74f4-11ed-9ec6-0242ac1c000c,a69c3598-74f4-11ed-8c78-0242ac1c000c,1154731715,0aaa88bc-74f7-11ed-86c4-0242ac1c000c
60,9743d3d8-74f6-11ed-a0be-0242ac1c000c,8c26d4e8-74f4-11ed-9ddf-0242ac1c000c,30f7e774-74f4-11ed-9ec6-0242ac1c000c,a69c3656-74f4-11ed-8c78-0242ac1c000c,195760985,0aaa895c-74f7-11ed-86c4-0242ac1c000c
61,9743d43c-74f6-11ed-a0be-0242ac1c000c,8c26d556-74f4-11ed-9ddf-0242ac1c000c,30f7e828-74f4-11ed-9ec6-0242ac1c000c,a69c3714-74f4-11ed-8c78-0242ac1c000c,401962456,0aaa8a1a-74f7-11ed-86c4-0242ac1c000c
62,9743d4c8-74f6-11ed-a0be-0242ac1c000c,8c26d5ce-74f4-11ed-9ddf-0242ac1c000c,30f7e8e6-74f4-11ed-9ec6-0242ac1c000c,a69c37c8-74f4-11ed-8c78-0242ac1c000c,1999168261,0aaa8be6-74f7-11ed-86c4-0242ac1c000c
63,9743d522-74f6-11ed-a0be-0242ac1c000c,8c26d63c-74f4-11ed-9ddf-0242ac1c000c,30f7e99a-74f4-11ed-9ec6-0242ac1c000c,a69c387c-74f4-11ed-8c78-0242ac1c000c,1671064109,0aaa8c9a-74f7-11ed-86c4-0242ac1c000c
64,9743d586-74f6-11ed-a0be-0242ac1c000c,8c26d6be-74f4-11ed-9ddf-0242ac1c000c,30f7ead0-74f4-11ed-9ec6-0242ac1c000c,a69c3944-74f4-11ed-8c78-0242ac1c000c,1172828247,0aaa8d44-74f7-11ed-86c4-0242ac1c000c
65,9743d5e0-74f6-11ed-a0be-0242ac1c000c,8c26d736-74f4-11ed-9ddf-0242ac1c000c,30f7eb84-74f4-11ed-9ec6-0242ac1c000c,a69c3a0c-74f4-11ed-8c78-0242ac1c000c,571280811,0aaa8de4-74f7-11ed-86c4-0242ac1c000c
66,9743d63a-74f6-11ed-a0be-0242ac1c000c,8c26d7ae-74f4-11ed-9ddf-0242ac1c000c,30f7ec24-74f4-11ed-9ec6-0242ac1c000c,a69c3ac0-74f4-11ed-8c78-0242ac1c000c,1914275511,0aaa8e8e-74f7-11ed-86c4-0242ac1c000c
67,9743d694-74f6-11ed-a0be-0242ac1c000c,8c26d844-74f4-11ed-9ddf-0242ac1c000c,30f7ecc4-74f4-11ed-9ec6-0242ac1c000c,a69c3b7e-74f4-11ed-8c78-0242ac1c000c,618134343,0aaa8f2e-74f7-11ed-86c4-0242ac1c000c
68,9743d6ee-74f6-11ed-a0be-0242ac1c000c,8c26d8b2-74f4-11ed-9ddf-0242ac1c000c,30f7ede6-74f4-11ed-9ec6-0242ac1c000c,a69c3c32-74f4-11ed-8c78-0242ac1c000c,2225461774,0aaa8fce-74f7-11ed-86c4-0242ac1c000c
69,9743d748-74f6-11ed-a0be-0242ac1c000c,8c26d92a-74f4-11ed-9ddf-0242ac1c000c,30f7eeae-74f4-11ed-9ec6-0242ac1c000c,a69c3cf0-74f4-11ed-8c78-0242ac1c000c,1148486979,0aaa906e-74f7-11ed-86c4-0242ac1c000c
70,9743d7a2-74f6-11ed-a0be-0242ac1c000c,8c26d998-74f4-11ed-9ddf-0242ac1c000c,30f7ef62-74f4-11ed-9ec6-0242ac1c000c,a69c91d2-74f4-11ed-8c78-0242ac1c000c,274245036,0aaa9104-74f7-11ed-86c4-0242ac1c000c
71,9743d824-74f6-11ed-a0be-0242ac1c000c,8c26da06-74f4-11ed-9ddf-0242ac1c000c,30f7f002-74f4-11ed-9ec6-0242ac1c000c,a69cbdb0-74f4-11ed-8c78-0242ac1c000c,1987544879,0aaa919a-74f7-11ed-86c4-0242ac1c000c
72,9743d8ba-74f6-11ed-a0be-0242ac1c000c,8c26da7e-74f4-11ed-9ddf-0242ac1c000c,30f7f124-74f4-11ed-9ec6-0242ac1c000c,a69cbf22-74f4-11ed-8c78-0242ac1c000c,2187945133,0aaa9230-74f7-11ed-86c4-0242ac1c000c
73,9743de32-74f6-11ed-a0be-0242ac1c000c,8c26daf6-74f4-11ed-9ddf-0242ac1c000c,30f7f1e2-74f4-11ed-9ec6-0242ac1c000c,a69cc03a-74f4-11ed-8c78-0242ac1c000c,1413197690,0aaa937a-74f7-11ed-86c4-0242ac1c000c
74,9743df0e-74f6-11ed-a0be-0242ac1c000c,8c26db6e-74f4-11ed-9ddf-0242ac1c000c,30f7f39a-74f4-11ed-9ec6-0242ac1c000c,a69cc120-74f4-11ed-8c78-0242ac1c000c,1529950585,0aaa9438-74f7-11ed-86c4-0242ac1c000c
75,9743df7c-74f6-11ed-a0be-0242ac1c000c,8c26dbdc-74f4-11ed-9ddf-0242ac1c000c,30f7f458-74f4-11ed-9ec6-0242ac1c000c,a69cc1e8-74f4-11ed-8c78-0242ac1c000c,1434092684,0aaa94ec-74f7-11ed-86c4-0242ac1c000c
76,9743dfe0-74f6-11ed-a0be-0242ac1c000c,8c26dc4a-74f4-11ed-9ddf-0242ac1c000c,30f7f50c-74f4-11ed-9ec6-0242ac1c000c,a69cc2a6-74f4-11ed-8c78-0242ac1c000c,1988780707,0aaa9672-74f7-11ed-86c4-0242ac1c000c
77,9743e044-74f6-11ed-a0be-0242ac1c000c,8c26dcc2-74f4-11ed-9ddf-0242ac1c000c,30f7f5c0-74f4-11ed-9ec6-0242ac1c000c,a69cc378-74f4-11ed-8c78-0242ac1c000c,1379687967,0aaa9730-74f7-11ed-86c4-0242ac1c000c
78,9743e09e-74f6-11ed-a0be-0242ac1c000c,8c26dd30-74f4-11ed-9ddf-0242ac1c000c,30f7f70a-74f4-11ed-9ec6-0242ac1c000c,a69cc44a-74f4-11ed-8c78-0242ac1c000c,2074791349,0aaa97d0-74f7-11ed-86c4-0242ac1c000c
79,9743e12a-74f6-11ed-a0be-0242ac1c000c,8c26dd9e-74f4-11ed-9ddf-0242ac1c000c,30f7f7b4-74f4-11ed-9ec6-0242ac1c000c,a69cc508-74f4-11ed-8c78-0242ac1c000c,814226950,0aaa987a-74f7-11ed-86c4-0242ac1c000c
80,9743e184-74f6-11ed-a0be-0242ac1c000c,8c26de16-74f4-11ed-9ddf-0242ac1c000c,30f7f85e-74f4-11ed-9ec6-0242ac1c000c,a69cc5d0-74f4-11ed-8c78-0242ac1c000c,239362254,0aaa991a-74f7-11ed-86c4-0242ac1c000c
81,9743e1de-74f6-11ed-a0be-0242ac1c000c,8c26de8e-74f4-11ed-9ddf-0242ac1c000c,30f7f8fe-74f4-11ed-9ec6-0242ac1c000c,a69cc698-74f4-11ed-8c78-0242ac1c000c,1977330706,0aaa99ba-74f7-11ed-86c4-0242ac1c000c
82,9743e238-74f6-11ed-a0be-0242ac1c000c,8c26defc-74f4-11ed-9ddf-0242ac1c000c,30f7fa34-74f4-11ed-9ec6-0242ac1c000c,a69cc76a-74f4-11ed-8c78-0242ac1c000c,467658007,0aaa9a64-74f7-11ed-86c4-0242ac1c000c
83,9743e29c-74f6-11ed-a0be-0242ac1c000c,8c26df6a-74f4-11ed-9ddf-0242ac1c000c,30f7fade-74f4-11ed-9ec6-0242ac1c000c,a69cc828-74f4-11ed-8c78-0242ac1c000c,1737982492,0aaa9b04-74f7-11ed-86c4-0242ac1c000c
84,9743e2f6-74f6-11ed-a0be-0242ac1c000c,8c26e000-74f4-11ed-9ddf-0242ac1c000c,30f7fb88-74f4-11ed-9ec6-0242ac1c000c,a69cc8f0-74f4-11ed-8c78-0242ac1c000c,1952077824,0aaa9ba4-74f7-11ed-86c4-0242ac1c000c
85,9743e350-74f6-11ed-a0be-0242ac1c000c,8c26e078-74f4-11ed-9ddf-0242ac1c000c,30f7fc28-74f4-11ed-9ec6-0242ac1c000c,a69cc9b8-74f4-11ed-8c78-0242ac1c000c,817343448,0aaa9c44-74f7-11ed-86c4-0242ac1c000c
86,9743e3aa-74f6-11ed-a0be-0242ac1c000c,8c26e0e6-74f4-11ed-9ddf-0242ac1c000c,30f7fd5e-74f4-11ed-9ec6-0242ac1c000c,a69ccac6-74f4-11ed-8c78-0242ac1c000c,1646713456,0aaa9ce4-74f7-11ed-86c4-0242ac1c000c
87,9743e404-74f6-11ed-a0be-0242ac1c000c,8c26e2ee-74f4-11ed-9ddf-0242ac1c000c,30f7fdfe-74f4-11ed-9ec6-0242ac1c000c,a69ccb8e-74f4-11ed-8c78-0242ac1c000c,516945291,0aaa9d8e-74f7-11ed-86c4-0242ac1c000c
88,9743e45e-74f6-11ed-a0be-0242ac1c000c,8c26e3a2-74f4-11ed-9ddf-0242ac1c000c,30f7fe9e-74f4-11ed-9ec6-0242ac1c000c,a69ccc6a-74f4-11ed-8c78-0242ac1c000c,1143104050,0aaa9e2e-74f7-11ed-86c4-0242ac1c000c
89,9743e4b8-74f6-11ed-a0be-0242ac1c000c,8c26e456-74f4-11ed-9ddf-0242ac1c000c,30f7fffc-74f4-11ed-9ec6-0242ac1c000c,a69ccd46-74f4-11ed-8c78-0242ac1c000c,2305527697,0aaa9ee2-74f7-11ed-86c4-0242ac1c000c
90,9743e51c-74f6-11ed-a0be-0242ac1c000c,8c26e50a-74f4-11ed-9ddf-0242ac1c000c,30f800b0-74f4-11ed-9ec6-0242ac1c000c,a69cce04-74f4-11ed-8c78-0242ac1c000c,360791261,0aaa9f8c-74f7-11ed-86c4-0242ac1c000c
91,9743e576-74f6-11ed-a0be-0242ac1c000c,8c26e5b4-74f4-11ed-9ddf-0242ac1c000c,30f80146-74f4-11ed-9ec6-0242ac1c000c,a69ccecc-74f4-11ed-8c78-0242ac1c000c,1764693577,0aaaa036-74f7-11ed-86c4-0242ac1c000c
92,9743e5d0-74f6-11ed-a0be-0242ac1c000c,8c26e668-74f4-11ed-9ddf-0242ac1c000c,30f801fa-74f4-11ed-9ec6-0242ac1c000c,a69ccf8a-74f4-11ed-8c78-0242ac1c000c,659742679,0aaaa0d6-74f7-11ed-86c4-0242ac1c000c
